,OrderWeek,Segment,City,State,Region,SubCategory,Discount
5038,28,Corporate,Wilmington,Delaware,East,Tables,0.3
5039,28,Corporate,Wilmington,Delaware,East,Phones,0.0
5040,28,Corporate,Wilmington,Delaware,East,Binders,0.0
5041,45,Consumer,Los Angeles,California,West,Paper,0.0
5042,45,Consumer,Los Angeles,California,West,Appliances,0.0
5043,45,Consumer,Los Angeles,California,West,Furnishings,0.0
5044,45,Consumer,Los Angeles,California,West,Paper,0.0
5045,45,Consumer,Los Angeles,California,West,Storage,0.0
5046,45,Consumer,Los Angeles,California,West,Binders,0.2
5047,45,Consumer,Los Angeles,California,West,Art,0.0
5049,14,Consumer,Chicago,Illinois,Central,Accessories,0.2
5050,38,Home Office,Des Moines,Washington,West,Paper,0.0
5051,45,Corporate,Philadelphia,Pennsylvania,East,Envelopes,0.2
5052,20,Consumer,Atlanta,Georgia,South,Paper,0.0
5053,1,Consumer,Dallas,Texas,Central,Accessories,0.2
5054,1,Consumer,Dallas,Texas,Central,Art,0.2
5055,1,Consumer,Dallas,Texas,Central,Bookcases,0.32
5056,37,Consumer,Moreno Valley,California,West,Paper,0.0
5057,37,Consumer,Moreno Valley,California,West,Storage,0.0
5059,49,Consumer,Georgetown,Kentucky,South,Phones,0.0
5060,49,Consumer,Georgetown,Kentucky,South,Storage,0.0
5061,19,Consumer,Minneapolis,Minnesota,Central,Binders,0.0
5062,19,Consumer,Minneapolis,Minnesota,Central,Phones,0.0
5063,19,Consumer,Minneapolis,Minnesota,Central,Furnishings,0.0
5064,38,Consumer,Wilmington,Delaware,East,Phones,0.0
5065,48,Consumer,Burlington,North Carolina,South,Accessories,0.2
5066,48,Consumer,Burlington,North Carolina,South,Tables,0.4
5067,2,Home Office,Los Angeles,California,West,Art,0.0
5068,32,Home Office,Trenton,Michigan,Central,Copiers,0.0
5069,32,Home Office,Trenton,Michigan,Central,Appliances,0.1
5070,32,Home Office,Trenton,Michigan,Central,Envelopes,0.0
5071,32,Home Office,Trenton,Michigan,Central,Furnishings,0.0
5072,32,Home Office,Trenton,Michigan,Central,Phones,0.0
5073,45,Consumer,San Francisco,California,West,Storage,0.0
5074,17,Consumer,Los Angeles,California,West,Binders,0.2
5075,16,Consumer,Houston,Texas,Central,Tables,0.3
5076,16,Consumer,Houston,Texas,Central,Storage,0.2
5077,16,Consumer,Houston,Texas,Central,Tables,0.3
5078,45,Home Office,Milwaukee,Wisconsin,Central,Binders,0.0
5079,47,Consumer,San Francisco,California,West,Bookcases,0.15
5080,47,Consumer,San Francisco,California,West,Storage,0.0
5081,51,Home Office,Cleveland,Ohio,East,Paper,0.2
5082,36,Consumer,Monroe,North Carolina,South,Accessories,0.2
5083,36,Consumer,Monroe,North Carolina,South,Paper,0.2
5084,23,Corporate,Lowell,Massachusetts,East,Paper,0.0
5086,10,Corporate,Philadelphia,Pennsylvania,East,Phones,0.4
5087,10,Corporate,Philadelphia,Pennsylvania,East,Accessories,0.2
5089,31,Corporate,Loveland,Colorado,West,Paper,0.2
5090,31,Corporate,Loveland,Colorado,West,Envelopes,0.2
5091,52,Consumer,Loveland,Colorado,West,Fasteners,0.2
5092,21,Corporate,Woonsocket,Rhode Island,East,Storage,0.0
5094,49,Consumer,Chicago,Illinois,Central,Tables,0.5
5095,49,Consumer,Chicago,Illinois,Central,Phones,0.2
5098,49,Consumer,Chicago,Illinois,Central,Storage,0.2
5099,32,Home Office,Bakersfield,California,West,Binders,0.2
5100,12,Consumer,Dallas,Texas,Central,Art,0.2
5101,12,Consumer,Dallas,Texas,Central,Paper,0.2
5102,12,Consumer,Dallas,Texas,Central,Paper,0.2
5103,13,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
5104,13,Consumer,Philadelphia,Pennsylvania,East,Accessories,0.2
5105,50,Consumer,Deltona,Florida,South,Chairs,0.2
5106,38,Corporate,Columbus,Georgia,South,Accessories,0.0
5107,17,Home Office,Nashville,Tennessee,South,Art,0.2
5108,17,Home Office,Nashville,Tennessee,South,Art,0.2
5109,42,Corporate,Philadelphia,Pennsylvania,East,Envelopes,0.2
5110,42,Corporate,Philadelphia,Pennsylvania,East,Storage,0.2
5111,42,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
5113,4,Consumer,Dallas,Texas,Central,Paper,0.2
5114,46,Consumer,Carlsbad,New Mexico,West,Binders,0.2
5115,30,Consumer,Philadelphia,Pennsylvania,East,Labels,0.2
5116,45,Consumer,New York City,New York,East,Storage,0.0
5117,39,Consumer,Oceanside,New York,East,Fasteners,0.0
5118,39,Consumer,Oceanside,New York,East,Machines,0.0
5119,39,Consumer,Oceanside,New York,East,Binders,0.2
5120,14,Corporate,Lafayette,Louisiana,South,Storage,0.0
5121,14,Corporate,Lafayette,Louisiana,South,Accessories,0.0
5122,14,Corporate,Lafayette,Louisiana,South,Paper,0.0
5123,14,Corporate,Lafayette,Louisiana,South,Paper,0.0
5124,37,Consumer,New York City,New York,East,Tables,0.4
5125,37,Consumer,New York City,New York,East,Envelopes,0.0
5126,37,Consumer,New York City,New York,East,Machines,0.0
5127,37,Consumer,New York City,New York,East,Appliances,0.0
5128,37,Consumer,New York City,New York,East,Phones,0.0
5129,37,Consumer,New York City,New York,East,Phones,0.0
5130,37,Consumer,New York City,New York,East,Paper,0.0
5131,52,Corporate,Anaheim,California,West,Furnishings,0.0
5132,25,Consumer,Deltona,Florida,South,Phones,0.2
5133,47,Home Office,New York City,New York,East,Appliances,0.0
5134,47,Home Office,New York City,New York,East,Binders,0.2
5135,42,Home Office,Seattle,Washington,West,Fasteners,0.0
5136,51,Consumer,San Diego,California,West,Binders,0.2
5137,45,Corporate,Oklahoma City,Oklahoma,Central,Furnishings,0.0
5138,39,Consumer,Mount Vernon,New York,East,Envelopes,0.0
5139,39,Consumer,Mount Vernon,New York,East,Paper,0.0
5140,45,Consumer,San Francisco,California,West,Accessories,0.0
5141,13,Consumer,New York City,New York,East,Chairs,0.1
5142,13,Consumer,New York City,New York,East,Supplies,0.0
5143,13,Consumer,New York City,New York,East,Binders,0.2
5144,5,Consumer,Los Angeles,California,West,Furnishings,0.0
5145,5,Consumer,Los Angeles,California,West,Storage,0.0
5146,5,Consumer,Los Angeles,California,West,Appliances,0.0
5147,51,Home Office,Chandler,Arizona,West,Furnishings,0.2
5148,51,Home Office,Chandler,Arizona,West,Chairs,0.2
5149,25,Consumer,Long Beach,New York,East,Phones,0.0
5150,10,Corporate,San Francisco,California,West,Storage,0.0
5151,39,Corporate,Helena,Montana,West,Storage,0.0
5152,27,Consumer,New York City,New York,East,Binders,0.2
5153,27,Consumer,New York City,New York,East,Art,0.0
5154,32,Consumer,Kirkwood,Missouri,Central,Binders,0.0
5155,32,Consumer,Kirkwood,Missouri,Central,Furnishings,0.0
5156,26,Home Office,Chicago,Illinois,Central,Phones,0.2
5157,26,Home Office,Chicago,Illinois,Central,Chairs,0.3
5159,44,Corporate,Peoria,Arizona,West,Phones,0.2
5160,44,Corporate,Peoria,Arizona,West,Phones,0.2
5161,31,Corporate,Seattle,Washington,West,Bookcases,0.0
5162,46,Consumer,Taylor,Michigan,Central,Chairs,0.0
5163,28,Consumer,Pasadena,California,West,Chairs,0.2
5164,46,Consumer,Midland,Michigan,Central,Art,0.0
5165,46,Consumer,Midland,Michigan,Central,Paper,0.0
5166,46,Consumer,Midland,Michigan,Central,Paper,0.0
5167,46,Consumer,Midland,Michigan,Central,Chairs,0.0
5168,46,Consumer,Midland,Michigan,Central,Storage,0.0
5169,46,Consumer,Midland,Michigan,Central,Storage,0.0
5170,21,Corporate,Detroit,Michigan,Central,Chairs,0.0
5171,21,Corporate,Detroit,Michigan,Central,Paper,0.0
5172,21,Corporate,Detroit,Michigan,Central,Paper,0.0
5173,10,Corporate,Pueblo,Colorado,West,Art,0.2
5175,42,Consumer,Waco,Texas,Central,Bookcases,0.32
5176,44,Consumer,San Francisco,California,West,Binders,0.2
5177,52,Corporate,New York City,New York,East,Binders,0.2
5178,16,Corporate,Los Angeles,California,West,Furnishings,0.0
5179,16,Corporate,Los Angeles,California,West,Phones,0.2
5180,16,Corporate,Los Angeles,California,West,Appliances,0.0
5181,37,Corporate,Woonsocket,Rhode Island,East,Paper,0.0
5182,37,Corporate,Woonsocket,Rhode Island,East,Binders,0.0
5183,38,Consumer,Columbus,Georgia,South,Storage,0.0
5184,38,Consumer,Columbus,Georgia,South,Binders,0.0
5185,41,Consumer,Jacksonville,Florida,South,Storage,0.2
5186,48,Home Office,Philadelphia,Pennsylvania,East,Phones,0.4
5187,37,Consumer,Columbus,Indiana,Central,Accessories,0.0
5188,37,Consumer,Columbus,Indiana,Central,Chairs,0.0
5189,46,Consumer,Pasadena,Texas,Central,Accessories,0.2
5190,46,Consumer,Pasadena,Texas,Central,Art,0.2
5191,18,Consumer,San Francisco,California,West,Envelopes,0.0
5192,48,Corporate,Columbia,South Carolina,South,Furnishings,0.0
5193,48,Corporate,Columbia,South Carolina,South,Paper,0.0
5194,48,Corporate,Columbia,South Carolina,South,Art,0.0
5195,48,Corporate,Columbia,South Carolina,South,Binders,0.0
5196,19,Consumer,Kent,Washington,West,Envelopes,0.0
5197,19,Consumer,Kent,Washington,West,Phones,0.2
5198,9,Consumer,Round Rock,Texas,Central,Supplies,0.2
5199,9,Consumer,Round Rock,Texas,Central,Fasteners,0.2
5200,9,Consumer,Round Rock,Texas,Central,Phones,0.2
5201,9,Consumer,Round Rock,Texas,Central,Accessories,0.2
5202,33,Consumer,Oakland,California,West,Furnishings,0.0
5203,33,Consumer,Oakland,California,West,Storage,0.0
5204,37,Consumer,Auburn,New York,East,Art,0.0
5205,37,Consumer,Auburn,New York,East,Storage,0.0
5206,37,Consumer,Auburn,New York,East,Fasteners,0.0
5207,37,Consumer,Auburn,New York,East,Labels,0.0
5208,37,Consumer,Auburn,New York,East,Paper,0.0
5209,37,Consumer,Auburn,New York,East,Envelopes,0.0
5210,3,Corporate,Newark,Delaware,East,Storage,0.0
5211,20,Consumer,New York City,New York,East,Storage,0.0
5212,39,Consumer,Redlands,California,West,Storage,0.0
5213,39,Consumer,Redlands,California,West,Labels,0.0
5214,39,Consumer,Redlands,California,West,Art,0.0
5215,39,Consumer,Redlands,California,West,Paper,0.0
5216,36,Consumer,Roseville,Michigan,Central,Envelopes,0.0
5217,15,Corporate,Los Angeles,California,West,Paper,0.0
5218,23,Corporate,New York City,New York,East,Art,0.0
5220,35,Consumer,Detroit,Michigan,Central,Chairs,0.0
5221,20,Home Office,Springfield,Missouri,Central,Appliances,0.0
5222,20,Home Office,Springfield,Missouri,Central,Phones,0.0
5223,20,Home Office,Springfield,Missouri,Central,Binders,0.0
5224,37,Consumer,Los Angeles,California,West,Paper,0.0
5225,25,Consumer,New York City,New York,East,Binders,0.2
5226,25,Consumer,New York City,New York,East,Binders,0.2
5227,25,Consumer,New York City,New York,East,Bookcases,0.2
5228,48,Home Office,San Francisco,California,West,Paper,0.0
5229,11,Consumer,Fresno,California,West,Binders,0.2
5230,11,Consumer,Fresno,California,West,Tables,0.2
5231,11,Consumer,Fresno,California,West,Furnishings,0.0
5232,11,Consumer,Fresno,California,West,Binders,0.2
5233,42,Corporate,Texarkana,Arkansas,South,Chairs,0.0
5234,34,Consumer,San Francisco,California,West,Tables,0.2
5235,46,Corporate,Indianapolis,Indiana,Central,Appliances,0.0
5236,38,Consumer,Columbia,Maryland,East,Furnishings,0.0
5237,38,Consumer,Columbia,Maryland,East,Bookcases,0.0
5238,38,Consumer,Columbia,Maryland,East,Accessories,0.0
5239,36,Consumer,San Jose,California,West,Storage,0.0
5240,36,Consumer,San Jose,California,West,Binders,0.2
5241,38,Corporate,Seattle,Washington,West,Supplies,0.0
5243,30,Home Office,Arlington,Virginia,South,Binders,0.0
5244,31,Corporate,Los Angeles,California,West,Tables,0.2
5245,31,Corporate,Los Angeles,California,West,Phones,0.2
5246,31,Corporate,Los Angeles,California,West,Binders,0.2
5248,44,Consumer,Seattle,Washington,West,Accessories,0.0
5249,16,Corporate,Philadelphia,Pennsylvania,East,Fasteners,0.2
5250,50,Consumer,Columbus,Georgia,South,Accessories,0.0
5251,50,Consumer,Columbus,Georgia,South,Paper,0.0
5252,44,Consumer,Virginia Beach,Virginia,South,Appliances,0.0
5253,10,Home Office,Des Moines,Washington,West,Binders,0.2
5254,10,Corporate,Bethlehem,Pennsylvania,East,Chairs,0.3
5255,10,Corporate,Bethlehem,Pennsylvania,East,Furnishings,0.2
5256,32,Consumer,Oklahoma City,Oklahoma,Central,Paper,0.0
5257,1,Consumer,Rancho Cucamonga,California,West,Paper,0.0
5258,41,Consumer,Los Angeles,California,West,Paper,0.0
5259,42,Home Office,Philadelphia,Pennsylvania,East,Paper,0.2
5260,36,Home Office,Houston,Texas,Central,Phones,0.2
5262,36,Home Office,Houston,Texas,Central,Tables,0.3
5263,36,Home Office,Houston,Texas,Central,Accessories,0.2
5264,36,Home Office,Houston,Texas,Central,Art,0.2
5265,39,Corporate,Seattle,Washington,West,Paper,0.0
5266,39,Corporate,Seattle,Washington,West,Paper,0.0
5267,39,Corporate,Seattle,Washington,West,Appliances,0.0
5268,46,Home Office,Yonkers,New York,East,Machines,0.0
5269,37,Consumer,San Francisco,California,West,Furnishings,0.0
5270,37,Consumer,San Francisco,California,West,Appliances,0.0
5271,3,Corporate,Los Angeles,California,West,Furnishings,0.0
5272,3,Corporate,Los Angeles,California,West,Tables,0.2
5274,45,Consumer,Burlington,Vermont,East,Chairs,0.0
5275,50,Corporate,Fayetteville,Arkansas,South,Accessories,0.0
5276,50,Corporate,Fayetteville,Arkansas,South,Accessories,0.0
5277,37,Home Office,Odessa,Texas,Central,Chairs,0.3
5278,49,Consumer,Virginia Beach,Virginia,South,Paper,0.0
5279,36,Consumer,Milwaukee,Wisconsin,Central,Accessories,0.0
5280,40,Consumer,Detroit,Michigan,Central,Storage,0.0
5281,36,Corporate,Rochester,Minnesota,Central,Furnishings,0.0
5282,36,Corporate,Rochester,Minnesota,Central,Paper,0.0
5283,13,Corporate,Seattle,Washington,West,Storage,0.0
5284,13,Corporate,Seattle,Washington,West,Labels,0.0
5285,18,Consumer,Louisville,Colorado,West,Envelopes,0.2
5288,17,Home Office,San Francisco,California,West,Paper,0.0
5289,37,Consumer,Houston,Texas,Central,Paper,0.2
5290,37,Consumer,Houston,Texas,Central,Chairs,0.3
5291,37,Consumer,Houston,Texas,Central,Paper,0.2
5292,25,Consumer,Miami,Florida,South,Storage,0.2
5293,52,Consumer,Medina,Ohio,East,Tables,0.4
5294,33,Corporate,Roseville,Minnesota,Central,Labels,0.0
5295,9,Consumer,Houston,Texas,Central,Paper,0.2
5296,30,Consumer,Yonkers,New York,East,Furnishings,0.0
5297,30,Consumer,Yonkers,New York,East,Phones,0.0
5298,38,Corporate,San Diego,California,West,Envelopes,0.0
5299,38,Corporate,San Diego,California,West,Labels,0.0
5301,22,Corporate,Springfield,Virginia,South,Accessories,0.0
5302,22,Corporate,Springfield,Virginia,South,Labels,0.0
5303,46,Consumer,Decatur,Illinois,Central,Chairs,0.3
5305,7,Corporate,Oceanside,New York,East,Furnishings,0.0
5306,7,Corporate,Oceanside,New York,East,Storage,0.0
5307,7,Corporate,Oceanside,New York,East,Phones,0.0
5308,46,Consumer,Houston,Texas,Central,Chairs,0.3
5309,46,Consumer,Houston,Texas,Central,Art,0.2
5311,33,Home Office,Greenville,North Carolina,South,Labels,0.2
5312,33,Home Office,Greenville,North Carolina,South,Supplies,0.2
5313,17,Corporate,San Francisco,California,West,Furnishings,0.0
5314,17,Corporate,San Francisco,California,West,Envelopes,0.0
5315,18,Consumer,Greensboro,North Carolina,South,Chairs,0.2
5316,40,Home Office,Knoxville,Tennessee,South,Furnishings,0.2
5317,40,Home Office,Knoxville,Tennessee,South,Furnishings,0.2
5318,40,Home Office,Knoxville,Tennessee,South,Paper,0.2
5320,40,Home Office,Knoxville,Tennessee,South,Tables,0.4
5322,40,Home Office,Knoxville,Tennessee,South,Furnishings,0.2
5323,38,Consumer,Grand Island,Nebraska,Central,Paper,0.0
5324,49,Consumer,Lakewood,California,West,Art,0.0
5325,49,Consumer,Lakewood,California,West,Furnishings,0.0
5326,3,Corporate,Lawrence,Massachusetts,East,Art,0.0
5327,2,Consumer,Los Angeles,California,West,Paper,0.0
5328,10,Consumer,Houston,Texas,Central,Phones,0.2
5329,51,Consumer,New York City,New York,East,Binders,0.2
5330,35,Consumer,New York City,New York,East,Furnishings,0.0
5331,35,Consumer,New York City,New York,East,Binders,0.2
5332,35,Consumer,New York City,New York,East,Supplies,0.0
5333,35,Consumer,Newark,Delaware,East,Furnishings,0.0
5334,35,Consumer,Newark,Delaware,East,Paper,0.0
5335,35,Consumer,Newark,Delaware,East,Paper,0.0
5336,21,Corporate,Seattle,Washington,West,Binders,0.2
5337,42,Corporate,Scottsdale,Arizona,West,Paper,0.2
5338,46,Consumer,Oceanside,New York,East,Storage,0.0
5339,46,Consumer,Oceanside,New York,East,Envelopes,0.0
5340,46,Consumer,Oceanside,New York,East,Accessories,0.0
5341,46,Consumer,Oceanside,New York,East,Accessories,0.0
5342,47,Corporate,Dallas,Texas,Central,Envelopes,0.2
5343,47,Corporate,Dallas,Texas,Central,Phones,0.2
5344,41,Consumer,Rochester,New York,East,Accessories,0.0
5345,12,Consumer,Los Angeles,California,West,Storage,0.0
5346,12,Consumer,Los Angeles,California,West,Binders,0.2
5347,12,Consumer,Los Angeles,California,West,Binders,0.2
5348,1,Corporate,Woodbury,Minnesota,Central,Binders,0.0
5349,1,Corporate,Woodbury,Minnesota,Central,Paper,0.0
5350,49,Consumer,Park Ridge,Illinois,Central,Paper,0.2
5351,36,Corporate,Dallas,Texas,Central,Paper,0.2
5352,36,Corporate,Dallas,Texas,Central,Phones,0.2
5353,35,Corporate,Monroe,Louisiana,South,Binders,0.0
5354,20,Corporate,Los Angeles,California,West,Chairs,0.2
5355,20,Corporate,Los Angeles,California,West,Paper,0.0
5356,39,Consumer,San Francisco,California,West,Binders,0.2
5357,32,Consumer,San Francisco,California,West,Accessories,0.0
5358,32,Consumer,San Francisco,California,West,Storage,0.0
5359,32,Consumer,San Francisco,California,West,Art,0.0
5360,15,Corporate,Fayetteville,North Carolina,South,Bookcases,0.2
5361,23,Corporate,Dallas,Texas,Central,Storage,0.2
5362,52,Consumer,Wichita,Kansas,Central,Furnishings,0.0
5363,52,Consumer,Wichita,Kansas,Central,Appliances,0.0
5364,3,Corporate,Springfield,Oregon,West,Appliances,0.2
5365,46,Consumer,Houston,Texas,Central,Phones,0.2
5366,23,Consumer,Seattle,Washington,West,Phones,0.2
5367,23,Consumer,Seattle,Washington,West,Labels,0.0
5368,23,Consumer,Seattle,Washington,West,Storage,0.0
5369,36,Corporate,Akron,Ohio,East,Paper,0.2
5370,14,Corporate,Oak Park,Michigan,Central,Furnishings,0.0
5371,14,Corporate,Oak Park,Michigan,Central,Furnishings,0.0
5372,43,Corporate,Houston,Texas,Central,Paper,0.2
5373,43,Corporate,Houston,Texas,Central,Tables,0.3
5374,43,Corporate,Houston,Texas,Central,Paper,0.2
5375,21,Corporate,Seattle,Washington,West,Accessories,0.0
5376,21,Corporate,Seattle,Washington,West,Art,0.0
5377,49,Corporate,Philadelphia,Pennsylvania,East,Envelopes,0.2
5378,49,Corporate,Philadelphia,Pennsylvania,East,Storage,0.2
5379,32,Consumer,Los Angeles,California,West,Paper,0.0
5380,32,Consumer,Los Angeles,California,West,Machines,0.2
5381,36,Corporate,Houston,Texas,Central,Paper,0.2
5382,36,Corporate,Houston,Texas,Central,Fasteners,0.2
5383,36,Corporate,Houston,Texas,Central,Paper,0.2
5384,26,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
5386,10,Consumer,Rogers,Arkansas,South,Binders,0.0
5387,7,Corporate,Los Angeles,California,West,Phones,0.2
5388,7,Corporate,Los Angeles,California,West,Accessories,0.0
5389,7,Corporate,Los Angeles,California,West,Labels,0.0
5390,45,Corporate,Seattle,Washington,West,Binders,0.2
5391,47,Corporate,Wilmington,Delaware,East,Labels,0.0
5392,47,Corporate,Wilmington,Delaware,East,Labels,0.0
5393,47,Corporate,Wilmington,Delaware,East,Binders,0.0
5394,47,Corporate,Wilmington,Delaware,East,Bookcases,0.0
5395,47,Corporate,Provo,Utah,West,Paper,0.0
5396,38,Corporate,San Francisco,California,West,Furnishings,0.0
5399,14,Consumer,Los Angeles,California,West,Bookcases,0.15
5400,38,Consumer,Seattle,Washington,West,Accessories,0.0
5401,38,Consumer,Seattle,Washington,West,Accessories,0.0
5402,34,Corporate,New York City,New York,East,Binders,0.2
5403,34,Corporate,New York City,New York,East,Binders,0.2
5404,8,Consumer,Los Angeles,California,West,Phones,0.2
5405,8,Consumer,Los Angeles,California,West,Accessories,0.0
5406,8,Consumer,Los Angeles,California,West,Fasteners,0.0
5407,49,Corporate,San Francisco,California,West,Paper,0.0
5408,49,Corporate,San Francisco,California,West,Binders,0.2
5409,49,Corporate,San Francisco,California,West,Binders,0.2
5410,49,Corporate,San Francisco,California,West,Storage,0.0
5411,38,Consumer,Clovis,New Mexico,West,Binders,0.2
5412,38,Consumer,Clovis,New Mexico,West,Accessories,0.0
5413,36,Consumer,Wichita,Kansas,Central,Phones,0.0
5415,38,Consumer,Chicago,Illinois,Central,Paper,0.2
5416,38,Consumer,Chicago,Illinois,Central,Phones,0.2
5417,41,Corporate,Omaha,Nebraska,Central,Binders,0.0
5418,43,Consumer,Houston,Texas,Central,Paper,0.2
5419,43,Consumer,Houston,Texas,Central,Phones,0.2
5420,13,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
5421,13,Consumer,Philadelphia,Pennsylvania,East,Accessories,0.2
5422,52,Consumer,Los Angeles,California,West,Binders,0.2
5423,44,Corporate,Richmond,Kentucky,South,Paper,0.0
5424,3,Consumer,Waterbury,Connecticut,East,Art,0.0
5425,48,Consumer,Los Angeles,California,West,Accessories,0.0
5426,48,Consumer,Los Angeles,California,West,Furnishings,0.0
5427,24,Home Office,Los Angeles,California,West,Bookcases,0.15
5428,35,Home Office,San Francisco,California,West,Storage,0.0
5429,36,Consumer,Saint Petersburg,Florida,South,Furnishings,0.2
5430,42,Home Office,Lakewood,Ohio,East,Appliances,0.2
5431,42,Home Office,Lakewood,Ohio,East,Paper,0.2
5433,17,Consumer,Chandler,Arizona,West,Art,0.2
5434,43,Home Office,Los Angeles,California,West,Appliances,0.0
5435,43,Home Office,Los Angeles,California,West,Accessories,0.0
5436,27,Corporate,Palm Coast,Florida,South,Furnishings,0.2
5438,27,Corporate,Palm Coast,Florida,South,Furnishings,0.2
5439,14,Consumer,New York City,New York,East,Binders,0.2
5440,46,Consumer,Jupiter,Florida,South,Art,0.2
5441,36,Consumer,Glendale,Arizona,West,Paper,0.2
5442,16,Consumer,New York City,New York,East,Accessories,0.0
5444,16,Consumer,New York City,New York,East,Art,0.0
5445,30,Home Office,Houston,Texas,Central,Envelopes,0.2
5446,34,Corporate,New York City,New York,East,Phones,0.0
5447,34,Corporate,New York City,New York,East,Accessories,0.0
5448,37,Home Office,Olathe,Kansas,Central,Supplies,0.0
5449,37,Home Office,Olathe,Kansas,Central,Accessories,0.0
5450,37,Home Office,Olathe,Kansas,Central,Binders,0.0
5451,37,Home Office,Olathe,Kansas,Central,Furnishings,0.0
5452,29,Home Office,Sparks,Nevada,West,Supplies,0.0
5453,20,Corporate,Rockford,Illinois,Central,Paper,0.2
5454,17,Corporate,Philadelphia,Pennsylvania,East,Storage,0.2
5455,17,Corporate,Philadelphia,Pennsylvania,East,Art,0.2
5456,52,Consumer,Edmonds,Washington,West,Fasteners,0.0
5457,52,Consumer,Edmonds,Washington,West,Furnishings,0.0
5458,36,Consumer,San Francisco,California,West,Binders,0.2
5459,36,Consumer,San Francisco,California,West,Tables,0.2
5460,12,Corporate,Asheville,North Carolina,South,Storage,0.2
5461,39,Consumer,Los Angeles,California,West,Furnishings,0.0
5463,3,Consumer,Scottsdale,Arizona,West,Paper,0.2
5464,3,Consumer,Scottsdale,Arizona,West,Envelopes,0.2
5466,7,Consumer,Houston,Texas,Central,Paper,0.2
5467,23,Consumer,San Francisco,California,West,Chairs,0.2
5468,39,Home Office,San Diego,California,West,Chairs,0.2
5469,39,Home Office,San Diego,California,West,Paper,0.0
5470,22,Consumer,Hamilton,Ohio,East,Appliances,0.2
5471,51,Consumer,Parker,Colorado,West,Furnishings,0.2
5472,51,Consumer,Parker,Colorado,West,Storage,0.2
5474,52,Corporate,Fremont,Nebraska,Central,Storage,0.0
5475,24,Home Office,Maple Grove,Minnesota,Central,Labels,0.0
5476,24,Home Office,Maple Grove,Minnesota,Central,Storage,0.0
5477,24,Home Office,Maple Grove,Minnesota,Central,Paper,0.0
5478,46,Consumer,Newark,Delaware,East,Binders,0.0
5480,40,Corporate,San Diego,California,West,Phones,0.2
5481,40,Corporate,San Diego,California,West,Accessories,0.0
5482,40,Corporate,San Diego,California,West,Accessories,0.0
5483,40,Corporate,San Diego,California,West,Storage,0.0
5484,5,Consumer,Miami,Florida,South,Chairs,0.2
5485,50,Consumer,Miami,Florida,South,Envelopes,0.2
5487,13,Corporate,Jacksonville,Florida,South,Phones,0.2
5488,13,Corporate,Jacksonville,Florida,South,Labels,0.2
5489,13,Corporate,Jacksonville,Florida,South,Appliances,0.2
5490,13,Corporate,Jacksonville,Florida,South,Chairs,0.2
5491,4,Consumer,Houston,Texas,Central,Storage,0.2
5492,48,Home Office,San Francisco,California,West,Supplies,0.0
5493,48,Home Office,San Francisco,California,West,Labels,0.0
5494,48,Home Office,San Francisco,California,West,Bookcases,0.15
5496,24,Consumer,Marion,Ohio,East,Accessories,0.2
5497,28,Consumer,New York City,New York,East,Art,0.0
5498,28,Consumer,New York City,New York,East,Labels,0.0
5499,28,Consumer,New York City,New York,East,Accessories,0.0
5500,28,Consumer,New York City,New York,East,Chairs,0.1
5501,28,Consumer,New York City,New York,East,Paper,0.0
5502,44,Corporate,Philadelphia,Pennsylvania,East,Furnishings,0.2
5503,44,Corporate,Philadelphia,Pennsylvania,East,Appliances,0.2
5504,44,Corporate,Philadelphia,Pennsylvania,East,Envelopes,0.2
5505,44,Corporate,Philadelphia,Pennsylvania,East,Phones,0.4
5506,40,Consumer,Los Angeles,California,West,Paper,0.0
5507,14,Consumer,Smyrna,Georgia,South,Envelopes,0.0
5508,41,Consumer,San Francisco,California,West,Furnishings,0.0
5509,20,Consumer,Chicago,Illinois,Central,Paper,0.2
5510,20,Consumer,Chicago,Illinois,Central,Phones,0.2
5511,9,Consumer,Medford,Oregon,West,Paper,0.2
5512,9,Consumer,Medford,Oregon,West,Paper,0.2
5513,22,Consumer,New York City,New York,East,Phones,0.0
5514,22,Consumer,New York City,New York,East,Appliances,0.0
5515,22,Consumer,New York City,New York,East,Phones,0.0
5516,46,Corporate,Huntsville,Alabama,South,Accessories,0.0
5518,49,Corporate,Philadelphia,Pennsylvania,East,Furnishings,0.2
5519,49,Corporate,Philadelphia,Pennsylvania,East,Art,0.2
5520,49,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
5521,49,Corporate,Philadelphia,Pennsylvania,East,Accessories,0.2
5522,22,Consumer,Santa Clara,California,West,Binders,0.2
5523,22,Consumer,Santa Clara,California,West,Appliances,0.0
5525,17,Corporate,Los Angeles,California,West,Art,0.0
5526,17,Home Office,Santa Barbara,California,West,Fasteners,0.0
5527,19,Home Office,New York City,New York,East,Paper,0.0
5528,14,Corporate,Jacksonville,Florida,South,Phones,0.2
5529,31,Corporate,Cedar Hill,Texas,Central,Paper,0.2
5530,48,Consumer,Omaha,Nebraska,Central,Phones,0.0
5531,23,Consumer,Little Rock,Arkansas,South,Accessories,0.0
5532,23,Consumer,Little Rock,Arkansas,South,Accessories,0.0
